Reaction_No,Reactant_1,Reactant_2,Ligand,Base,Solvent,Yield
245,"1a, 6-Cl-Q","2a, Boronic Acid","L5, P(o-Tol)3","B6, KOH","S4, DMF",0.035439
246,"1a, 6-Cl-Q","2a, Boronic Acid","L6, CataCXium A","B6, KOH","S4, DMF",0.106668
247,"1a, 6-Cl-Q","2a, Boronic Acid","L7, SPhos","B6, KOH","S4, DMF",0.627748
248,"1a, 6-Cl-Q","2a, Boronic Acid","L8, dtbpf","B6, KOH","S4, DMF",0.088307
249,"1a, 6-Cl-Q","2a, Boronic Acid","L9, XPhos","B6, KOH","S4, DMF",0.791449
250,"1a, 6-Cl-Q","2a, Boronic Acid","L10, dppf","B6, KOH","S4, DMF",0.100737
251,"1a, 6-Cl-Q","2a, Boronic Acid","L11, Xantphos","B6, KOH","S4, DMF",0.044587
252,"1a, 6-Cl-Q","2a, Boronic Acid","L12, None","B6, KOH","S4, DMF",0.158812
253,"1a, 6-Cl-Q","2a, Boronic Acid","L1.0, P(tBu)3","B3, LiOtBu","S4, DMF",0.230726
254,"1a, 6-Cl-Q","2a, Boronic Acid","L2, P(Ph)3 ","B3, LiOtBu","S4, DMF",0.070666
255,"1a, 6-Cl-Q","2a, Boronic Acid","L3, P(Ph)3 ","B3, LiOtBu","S4, DMF",0.04121
256,"1a, 6-Cl-Q","2a, Boronic Acid","L4, P(Cy)3","B3, LiOtBu","S4, DMF",0.067076
257,"1a, 6-Cl-Q","2a, Boronic Acid","L5, P(o-Tol)3","B3, LiOtBu","S4, DMF",0.026669
258,"1a, 6-Cl-Q","2a, Boronic Acid","L6, CataCXium A","B3, LiOtBu","S4, DMF",0.062669
259,"1a, 6-Cl-Q","2a, Boronic Acid","L7, SPhos","B3, LiOtBu","S4, DMF",0.715427
260,"1a, 6-Cl-Q","2a, Boronic Acid","L8, dtbpf","B3, LiOtBu","S4, DMF",0.100124
261,"1a, 6-Cl-Q","2a, Boronic Acid","L9, XPhos","B3, LiOtBu","S4, DMF",0.614737
262,"1a, 6-Cl-Q","2a, Boronic Acid","L10, dppf","B3, LiOtBu","S4, DMF",0.095396
263,"1a, 6-Cl-Q","2a, Boronic Acid","L11, Xantphos","B3, LiOtBu","S4, DMF",0
264,"1a, 6-Cl-Q","2a, Boronic Acid","L12, None","B3, LiOtBu","S4, DMF",0.158868
265,"1a, 6-Cl-Q","2a, Boronic Acid","L1.0, P(tBu)3","B2, Et3N","S4, DMF",0.179039
266,"1a, 6-Cl-Q","2a, Boronic Acid","L2, P(Ph)3 ","B2, Et3N","S4, DMF",0.04613
267,"1a, 6-Cl-Q","2a, Boronic Acid","L3, P(Ph)3 ","B2, Et3N","S4, DMF",0.045964
268,"1a, 6-Cl-Q","2a, Boronic Acid","L4, P(Cy)3","B2, Et3N","S4, DMF",0.075643
269,"1a, 6-Cl-Q","2a, Boronic Acid","L5, P(o-Tol)3","B2, Et3N","S4, DMF",0.025567
270,"1a, 6-Cl-Q","2a, Boronic Acid","L6, CataCXium A","B2, Et3N","S4, DMF",0.062643
271,"1a, 6-Cl-Q","2a, Boronic Acid","L7, SPhos","B2, Et3N","S4, DMF",0.728356
272,"1a, 6-Cl-Q","2a, Boronic Acid","L8, dtbpf","B2, Et3N","S4, DMF",0.101667
273,"1a, 6-Cl-Q","2a, Boronic Acid","L9, XPhos","B2, Et3N","S4, DMF",0.674844
274,"1a, 6-Cl-Q","2a, Boronic Acid","L10, dppf","B2, Et3N","S4, DMF",0.096431
275,"1a, 6-Cl-Q","2a, Boronic Acid","L11, Xantphos","B2, Et3N","S4, DMF",0
276,"1a, 6-Cl-Q","2a, Boronic Acid","L12, None","B2, Et3N","S4, DMF",0.150525
277,"1a, 6-Cl-Q","2a, Boronic Acid","L1.0, P(tBu)3","B1, None","S4, DMF",0.190765
278,"1a, 6-Cl-Q","2a, Boronic Acid","L2, P(Ph)3 ","B1, None","S4, DMF",0.048825
279,"1a, 6-Cl-Q","2a, Boronic Acid","L3, P(Ph)3 ","B1, None","S4, DMF",0.054276
280,"1a, 6-Cl-Q","2a, Boronic Acid","L4, P(Cy)3","B1, None","S4, DMF",0.070618
281,"1a, 6-Cl-Q","2a, Boronic Acid","L5, P(o-Tol)3","B1, None","S4, DMF",0.012187
282,"1a, 6-Cl-Q","2a, Boronic Acid","L6, CataCXium A","B1, None","S4, DMF",0.088876
283,"1a, 6-Cl-Q","2a, Boronic Acid","L7, SPhos","B1, None","S4, DMF",0.491231
284,"1a, 6-Cl-Q","2a, Boronic Acid","L8, dtbpf","B1, None","S4, DMF",0.111451
285,"1a, 6-Cl-Q","2a, Boronic Acid","L9, XPhos","B1, None","S4, DMF",0.43521
286,"1a, 6-Cl-Q","2a, Boronic Acid","L10, dppf","B1, None","S4, DMF",0.088591
287,"1a, 6-Cl-Q","2a, Boronic Acid","L11, Xantphos","B1, None","S4, DMF",0
288,"1a, 6-Cl-Q","2a, Boronic Acid","L12, None","B1, None","S4, DMF",0.151235
289,"1a, 6-Cl-Q","2a, Boronic Acid","L1.0, P(tBu)3","B8, NaOH","S1, MeOH",0.333686
290,"1a, 6-Cl-Q","2a, Boronic Acid","L2, P(Ph)3 ","B8, NaOH","S1, MeOH",0.15345
291,"1a, 6-Cl-Q","2a, Boronic Acid","L3, P(Ph)3 ","B8, NaOH","S1, MeOH",0.309589
292,"1a, 6-Cl-Q","2a, Boronic Acid","L4, P(Cy)3","B8, NaOH","S1, MeOH",0.327228
293,"1a, 6-Cl-Q","2a, Boronic Acid","L5, P(o-Tol)3","B8, NaOH","S1, MeOH",0.342366
294,"1a, 6-Cl-Q","2a, Boronic Acid","L6, CataCXium A","B8, NaOH","S1, MeOH",0.149072
295,"1a, 6-Cl-Q","2a, Boronic Acid","L7, SPhos","B8, NaOH","S1, MeOH",0.433
296,"1a, 6-Cl-Q","2a, Boronic Acid","L8, dtbpf","B8, NaOH","S1, MeOH",0.175682
297,"1a, 6-Cl-Q","2a, Boronic Acid","L9, XPhos","B8, NaOH","S1, MeOH",0.376451
298,"1a, 6-Cl-Q","2a, Boronic Acid","L10, dppf","B8, NaOH","S1, MeOH",0.145861
299,"1a, 6-Cl-Q","2a, Boronic Acid","L11, Xantphos","B8, NaOH","S1, MeOH",0.130966
300,"1a, 6-Cl-Q","2a, Boronic Acid","L12, None","B8, NaOH","S1, MeOH",0.153288
301,"1a, 6-Cl-Q","2a, Boronic Acid","L1.0, P(tBu)3","B7, NaHCO3","S1, MeOH",0.272989
302,"1a, 6-Cl-Q","2a, Boronic Acid","L2, P(Ph)3 ","B7, NaHCO3","S1, MeOH",0.374725
303,"1a, 6-Cl-Q","2a, Boronic Acid","L3, P(Ph)3 ","B7, NaHCO3","S1, MeOH",0.130776
304,"1a, 6-Cl-Q","2a, Boronic Acid","L4, P(Cy)3","B7, NaHCO3","S1, MeOH",0.27887
305,"1a, 6-Cl-Q","2a, Boronic Acid","L5, P(o-Tol)3","B7, NaHCO3","S1, MeOH",0.144047
306,"1a, 6-Cl-Q","2a, Boronic Acid","L6, CataCXium A","B7, NaHCO3","S1, MeOH",0.251514
307,"1a, 6-Cl-Q","2a, Boronic Acid","L7, SPhos","B7, NaHCO3","S1, MeOH",0.165133
308,"1a, 6-Cl-Q","2a, Boronic Acid","L8, dtbpf","B7, NaHCO3","S1, MeOH",0.275596
309,"1a, 6-Cl-Q","2a, Boronic Acid","L9, XPhos","B7, NaHCO3","S1, MeOH",0.309778
310,"1a, 6-Cl-Q","2a, Boronic Acid","L10, dppf","B7, NaHCO3","S1, MeOH",0.201635
311,"1a, 6-Cl-Q","2a, Boronic Acid","L11, Xantphos","B7, NaHCO3","S1, MeOH",0.258984
312,"1a, 6-Cl-Q","2a, Boronic Acid","L12, None","B7, NaHCO3","S1, MeOH",0.126453
313,"1a, 6-Cl-Q","2a, Boronic Acid","L1.0, P(tBu)3","B4, CsF","S1, MeOH",0.284479
314,"1a, 6-Cl-Q","2a, Boronic Acid","L2, P(Ph)3 ","B4, CsF","S1, MeOH",0.136437
315,"1a, 6-Cl-Q","2a, Boronic Acid","L3, P(Ph)3 ","B4, CsF","S1, MeOH",0.318161
316,"1a, 6-Cl-Q","2a, Boronic Acid","L4, P(Cy)3","B4, CsF","S1, MeOH",0.309444
317,"1a, 6-Cl-Q","2a, Boronic Acid","L5, P(o-Tol)3","B4, CsF","S1, MeOH",0.319778
318,"1a, 6-Cl-Q","2a, Boronic Acid","L6, CataCXium A","B4, CsF","S1, MeOH",0.281258
319,"1a, 6-Cl-Q","2a, Boronic Acid","L7, SPhos","B4, CsF","S1, MeOH",0.184166
320,"1a, 6-Cl-Q","2a, Boronic Acid","L8, dtbpf","B4, CsF","S1, MeOH",0.154552
321,"1a, 6-Cl-Q","2a, Boronic Acid","L9, XPhos","B4, CsF","S1, MeOH",0.350039
322,"1a, 6-Cl-Q","2a, Boronic Acid","L10, dppf","B4, CsF","S1, MeOH",0.207051
323,"1a, 6-Cl-Q","2a, Boronic Acid","L11, Xantphos","B4, CsF","S1, MeOH",0.322371
324,"1a, 6-Cl-Q","2a, Boronic Acid","L12, None","B4, CsF","S1, MeOH",0.336816
325,"1a, 6-Cl-Q","2a, Boronic Acid","L1.0, P(tBu)3","B5, K3PO4","S1, MeOH",0.268503
326,"1a, 6-Cl-Q","2a, Boronic Acid","L2, P(Ph)3 ","B5, K3PO4","S1, MeOH",0.154978
327,"1a, 6-Cl-Q","2a, Boronic Acid","L3, P(Ph)3 ","B5, K3PO4","S1, MeOH",0.125658
328,"1a, 6-Cl-Q","2a, Boronic Acid","L4, P(Cy)3","B5, K3PO4","S1, MeOH",0.143965
329,"1a, 6-Cl-Q","2a, Boronic Acid","L5, P(o-Tol)3","B5, K3PO4","S1, MeOH",0.130393
330,"1a, 6-Cl-Q","2a, Boronic Acid","L6, CataCXium A","B5, K3PO4","S1, MeOH",0.152281
331,"1a, 6-Cl-Q","2a, Boronic Acid","L7, SPhos","B5, K3PO4","S1, MeOH",0.222538
332,"1a, 6-Cl-Q","2a, Boronic Acid","L8, dtbpf","B5, K3PO4","S1, MeOH",0.172842
333,"1a, 6-Cl-Q","2a, Boronic Acid","L9, XPhos","B5, K3PO4","S1, MeOH",0.222397
334,"1a, 6-Cl-Q","2a, Boronic Acid","L10, dppf","B5, K3PO4","S1, MeOH",0.15829
335,"1a, 6-Cl-Q","2a, Boronic Acid","L11, Xantphos","B5, K3PO4","S1, MeOH",0.149744
336,"1a, 6-Cl-Q","2a, Boronic Acid","L12, None","B5, K3PO4","S1, MeOH",0.137673
337,"1a, 6-Cl-Q","2a, Boronic Acid","L1.0, P(tBu)3","B6, KOH","S1, MeOH",0.149066
338,"1a, 6-Cl-Q","2a, Boronic Acid","L2, P(Ph)3 ","B6, KOH","S1, MeOH",0.183726
339,"1a, 6-Cl-Q","2a, Boronic Acid","L3, P(Ph)3 ","B6, KOH","S1, MeOH",0.225196
340,"1a, 6-Cl-Q","2a, Boronic Acid","L4, P(Cy)3","B6, KOH","S1, MeOH",0.393059
341,"1a, 6-Cl-Q","2a, Boronic Acid","L5, P(o-Tol)3","B6, KOH","S1, MeOH",0.18242
342,"1a, 6-Cl-Q","2a, Boronic Acid","L6, CataCXium A","B6, KOH","S1, MeOH",0.307734
343,"1a, 6-Cl-Q","2a, Boronic Acid","L7, SPhos","B6, KOH","S1, MeOH",0.190166
344,"1a, 6-Cl-Q","2a, Boronic Acid","L8, dtbpf","B6, KOH","S1, MeOH",0.160318
345,"1a, 6-Cl-Q","2a, Boronic Acid","L9, XPhos","B6, KOH","S1, MeOH",0.402493
346,"1a, 6-Cl-Q","2a, Boronic Acid","L10, dppf","B6, KOH","S1, MeOH",0.176788
347,"1a, 6-Cl-Q","2a, Boronic Acid","L11, Xantphos","B6, KOH","S1, MeOH",0.156421
348,"1a, 6-Cl-Q","2a, Boronic Acid","L12, None","B6, KOH","S1, MeOH",0.262733
349,"1a, 6-Cl-Q","2a, Boronic Acid","L1.0, P(tBu)3","B3, LiOtBu","S1, MeOH",0.128484
350,"1a, 6-Cl-Q","2a, Boronic Acid","L2, P(Ph)3 ","B3, LiOtBu","S1, MeOH",0.229309
351,"1a, 6-Cl-Q","2a, Boronic Acid","L3, P(Ph)3 ","B3, LiOtBu","S1, MeOH",0.127864
352,"1a, 6-Cl-Q","2a, Boronic Acid","L4, P(Cy)3","B3, LiOtBu","S1, MeOH",0.133135
353,"1a, 6-Cl-Q","2a, Boronic Acid","L5, P(o-Tol)3","B3, LiOtBu","S1, MeOH",0.116388
354,"1a, 6-Cl-Q","2a, Boronic Acid","L6, CataCXium A","B3, LiOtBu","S1, MeOH",0.135624
355,"1a, 6-Cl-Q","2a, Boronic Acid","L7, SPhos","B3, LiOtBu","S1, MeOH",0.168303
356,"1a, 6-Cl-Q","2a, Boronic Acid","L8, dtbpf","B3, LiOtBu","S1, MeOH",0.215478
357,"1a, 6-Cl-Q","2a, Boronic Acid","L9, XPhos","B3, LiOtBu","S1, MeOH",0.273316
358,"1a, 6-Cl-Q","2a, Boronic Acid","L10, dppf","B3, LiOtBu","S1, MeOH",0.26966
359,"1a, 6-Cl-Q","2a, Boronic Acid","L11, Xantphos","B3, LiOtBu","S1, MeOH",0.255475
360,"1a, 6-Cl-Q","2a, Boronic Acid","L12, None","B3, LiOtBu","S1, MeOH",0.154193
361,"1a, 6-Cl-Q","2a, Boronic Acid","L1.0, P(tBu)3","B2, Et3N","S1, MeOH",0.126211
362,"1a, 6-Cl-Q","2a, Boronic Acid","L2, P(Ph)3 ","B2, Et3N","S1, MeOH",0.174322
363,"1a, 6-Cl-Q","2a, Boronic Acid","L3, P(Ph)3 ","B2, Et3N","S1, MeOH",0.133462
364,"1a, 6-Cl-Q","2a, Boronic Acid","L4, P(Cy)3","B2, Et3N","S1, MeOH",0.278881
365,"1a, 6-Cl-Q","2a, Boronic Acid","L5, P(o-Tol)3","B2, Et3N","S1, MeOH",0.146491
366,"1a, 6-Cl-Q","2a, Boronic Acid","L6, CataCXium A","B2, Et3N","S1, MeOH",0.310234
367,"1a, 6-Cl-Q","2a, Boronic Acid","L7, SPhos","B2, Et3N","S1, MeOH",0.180202
368,"1a, 6-Cl-Q","2a, Boronic Acid","L8, dtbpf","B2, Et3N","S1, MeOH",0.162452
369,"1a, 6-Cl-Q","2a, Boronic Acid","L9, XPhos","B2, Et3N","S1, MeOH",0.328601
370,"1a, 6-Cl-Q","2a, Boronic Acid","L10, dppf","B2, Et3N","S1, MeOH",0.378532
371,"1a, 6-Cl-Q","2a, Boronic Acid","L11, Xantphos","B2, Et3N","S1, MeOH",0.151812
372,"1a, 6-Cl-Q","2a, Boronic Acid","L12, None","B2, Et3N","S1, MeOH",0.153646
373,"1a, 6-Cl-Q","2a, Boronic Acid","L1.0, P(tBu)3","B1, None","S1, MeOH",0.138795
374,"1a, 6-Cl-Q","2a, Boronic Acid","L2, P(Ph)3 ","B1, None","S1, MeOH",0.146995
375,"1a, 6-Cl-Q","2a, Boronic Acid","L3, P(Ph)3 ","B1, None","S1, MeOH",0.322546
376,"1a, 6-Cl-Q","2a, Boronic Acid","L4, P(Cy)3","B1, None","S1, MeOH",0.176511
377,"1a, 6-Cl-Q","2a, Boronic Acid","L5, P(o-Tol)3","B1, None","S1, MeOH",0.16987
378,"1a, 6-Cl-Q","2a, Boronic Acid","L6, CataCXium A","B1, None","S1, MeOH",0.415919
379,"1a, 6-Cl-Q","2a, Boronic Acid","L7, SPhos","B1, None","S1, MeOH",0.214729
380,"1a, 6-Cl-Q","2a, Boronic Acid","L8, dtbpf","B1, None","S1, MeOH",0.182506
381,"1a, 6-Cl-Q","2a, Boronic Acid","L9, XPhos","B1, None","S1, MeOH",0.378713
382,"1a, 6-Cl-Q","2a, Boronic Acid","L10, dppf","B1, None","S1, MeOH",0.303556
383,"1a, 6-Cl-Q","2a, Boronic Acid","L11, Xantphos","B1, None","S1, MeOH",0.353159
384,"1a, 6-Cl-Q","2a, Boronic Acid","L12, None","B1, None","S1, MeOH",0.139067
385,"1b, 6-Br-Q","2a, Boronic Acid","L1.0, P(tBu)3","B8, NaOH","S3, MeCN",0.793059
386,"1b, 6-Br-Q","2a, Boronic Acid","L2, P(Ph)3 ","B8, NaOH","S3, MeCN",0.854324
387,"1b, 6-Br-Q","2a, Boronic Acid","L3, P(Ph)3 ","B8, NaOH","S3, MeCN",0.868238
388,"1b, 6-Br-Q","2a, Boronic Acid","L4, P(Cy)3","B8, NaOH","S3, MeCN",0.759828
389,"1b, 6-Br-Q","2a, Boronic Acid","L5, P(o-Tol)3","B8, NaOH","S3, MeCN",0.417982
390,"1b, 6-Br-Q","2a, Boronic Acid","L6, CataCXium A","B8, NaOH","S3, MeCN",0.963778
391,"1b, 6-Br-Q","2a, Boronic Acid","L7, SPhos","B8, NaOH","S3, MeCN",0.926349
392,"1b, 6-Br-Q","2a, Boronic Acid","L8, dtbpf","B8, NaOH","S3, MeCN",0.467943
393,"1b, 6-Br-Q","2a, Boronic Acid","L9, XPhos","B8, NaOH","S3, MeCN",0.902064
394,"1b, 6-Br-Q","2a, Boronic Acid","L10, dppf","B8, NaOH","S3, MeCN",0.260224
395,"1b, 6-Br-Q","2a, Boronic Acid","L11, Xantphos","B8, NaOH","S3, MeCN",0.107375
396,"1b, 6-Br-Q","2a, Boronic Acid","L12, None","B8, NaOH","S3, MeCN",0.431542
397,"1b, 6-Br-Q","2a, Boronic Acid","L1.0, P(tBu)3","B7, NaHCO3","S3, MeCN",0.932964
398,"1b, 6-Br-Q","2a, Boronic Acid","L2, P(Ph)3 ","B7, NaHCO3","S3, MeCN",0.908869
399,"1b, 6-Br-Q","2a, Boronic Acid","L3, P(Ph)3 ","B7, NaHCO3","S3, MeCN",0.93443
400,"1b, 6-Br-Q","2a, Boronic Acid","L4, P(Cy)3","B7, NaHCO3","S3, MeCN",0.861337
401,"1b, 6-Br-Q","2a, Boronic Acid","L5, P(o-Tol)3","B7, NaHCO3","S3, MeCN",0.282175
402,"1b, 6-Br-Q","2a, Boronic Acid","L6, CataCXium A","B7, NaHCO3","S3, MeCN",0.939401
403,"1b, 6-Br-Q","2a, Boronic Acid","L7, SPhos","B7, NaHCO3","S3, MeCN",0.711086
404,"1b, 6-Br-Q","2a, Boronic Acid","L8, dtbpf","B7, NaHCO3","S3, MeCN",0.336087
405,"1b, 6-Br-Q","2a, Boronic Acid","L9, XPhos","B7, NaHCO3","S3, MeCN",0.569614
406,"1b, 6-Br-Q","2a, Boronic Acid","L10, dppf","B7, NaHCO3","S3, MeCN",0.595377
407,"1b, 6-Br-Q","2a, Boronic Acid","L11, Xantphos","B7, NaHCO3","S3, MeCN",0.006373
408,"1b, 6-Br-Q","2a, Boronic Acid","L12, None","B7, NaHCO3","S3, MeCN",0.231702
409,"1b, 6-Br-Q","2a, Boronic Acid","L1.0, P(tBu)3","B4, CsF","S3, MeCN",0.765144
410,"1b, 6-Br-Q","2a, Boronic Acid","L2, P(Ph)3 ","B4, CsF","S3, MeCN",0.684992
411,"1b, 6-Br-Q","2a, Boronic Acid","L3, P(Ph)3 ","B4, CsF","S3, MeCN",0.835979
412,"1b, 6-Br-Q","2a, Boronic Acid","L4, P(Cy)3","B4, CsF","S3, MeCN",0.709954
413,"1b, 6-Br-Q","2a, Boronic Acid","L5, P(o-Tol)3","B4, CsF","S3, MeCN",0.399838
414,"1b, 6-Br-Q","2a, Boronic Acid","L6, CataCXium A","B4, CsF","S3, MeCN",0.840207
415,"1b, 6-Br-Q","2a, Boronic Acid","L7, SPhos","B4, CsF","S3, MeCN",0.468052
416,"1b, 6-Br-Q","2a, Boronic Acid","L8, dtbpf","B4, CsF","S3, MeCN",0.373575
417,"1b, 6-Br-Q","2a, Boronic Acid","L9, XPhos","B4, CsF","S3, MeCN",0.460811
418,"1b, 6-Br-Q","2a, Boronic Acid","L10, dppf","B4, CsF","S3, MeCN",0.47462
419,"1b, 6-Br-Q","2a, Boronic Acid","L11, Xantphos","B4, CsF","S3, MeCN",0.01212
420,"1b, 6-Br-Q","2a, Boronic Acid","L12, None","B4, CsF","S3, MeCN",0.190904
421,"1b, 6-Br-Q","2a, Boronic Acid","L1.0, P(tBu)3","B5, K3PO4","S3, MeCN",0.671406
422,"1b, 6-Br-Q","2a, Boronic Acid","L2, P(Ph)3 ","B5, K3PO4","S3, MeCN",0.625643
423,"1b, 6-Br-Q","2a, Boronic Acid","L3, P(Ph)3 ","B5, K3PO4","S3, MeCN",0.777103
424,"1b, 6-Br-Q","2a, Boronic Acid","L4, P(Cy)3","B5, K3PO4","S3, MeCN",0.481714
425,"1b, 6-Br-Q","2a, Boronic Acid","L5, P(o-Tol)3","B5, K3PO4","S3, MeCN",0.304008
426,"1b, 6-Br-Q","2a, Boronic Acid","L6, CataCXium A","B5, K3PO4","S3, MeCN",0.826873
427,"1b, 6-Br-Q","2a, Boronic Acid","L7, SPhos","B5, K3PO4","S3, MeCN",0.360817
428,"1b, 6-Br-Q","2a, Boronic Acid","L8, dtbpf","B5, K3PO4","S3, MeCN",0.36417
429,"1b, 6-Br-Q","2a, Boronic Acid","L9, XPhos","B5, K3PO4","S3, MeCN",0.340325
430,"1b, 6-Br-Q","2a, Boronic Acid","L10, dppf","B5, K3PO4","S3, MeCN",0.467291
431,"1b, 6-Br-Q","2a, Boronic Acid","L11, Xantphos","B5, K3PO4","S3, MeCN",0.010477
432,"1b, 6-Br-Q","2a, Boronic Acid","L12, None","B5, K3PO4","S3, MeCN",0.101332
433,"1b, 6-Br-Q","2a, Boronic Acid","L1.0, P(tBu)3","B6, KOH","S3, MeCN",0.787464
434,"1b, 6-Br-Q","2a, Boronic Acid","L2, P(Ph)3 ","B6, KOH","S3, MeCN",0.767223
435,"1b, 6-Br-Q","2a, Boronic Acid","L3, P(Ph)3 ","B6, KOH","S3, MeCN",0.874743
436,"1b, 6-Br-Q","2a, Boronic Acid","L4, P(Cy)3","B6, KOH","S3, MeCN",0.632027
437,"1b, 6-Br-Q","2a, Boronic Acid","L5, P(o-Tol)3","B6, KOH","S3, MeCN",0.400559
438,"1b, 6-Br-Q","2a, Boronic Acid","L6, CataCXium A","B6, KOH","S3, MeCN",0.955682
439,"1b, 6-Br-Q","2a, Boronic Acid","L7, SPhos","B6, KOH","S3, MeCN",0.717121
440,"1b, 6-Br-Q","2a, Boronic Acid","L8, dtbpf","B6, KOH","S3, MeCN",0.399797
441,"1b, 6-Br-Q","2a, Boronic Acid","L9, XPhos","B6, KOH","S3, MeCN",0.741514
442,"1b, 6-Br-Q","2a, Boronic Acid","L10, dppf","B6, KOH","S3, MeCN",0.492452
443,"1b, 6-Br-Q","2a, Boronic Acid","L11, Xantphos","B6, KOH","S3, MeCN",0.09387
444,"1b, 6-Br-Q","2a, Boronic Acid","L12, None","B6, KOH","S3, MeCN",0.209447
445,"1b, 6-Br-Q","2a, Boronic Acid","L1.0, P(tBu)3","B3, LiOtBu","S3, MeCN",0.909881
446,"1b, 6-Br-Q","2a, Boronic Acid","L2, P(Ph)3 ","B3, LiOtBu","S3, MeCN",0.967609
447,"1b, 6-Br-Q","2a, Boronic Acid","L3, P(Ph)3 ","B3, LiOtBu","S3, MeCN",0.919299
448,"1b, 6-Br-Q","2a, Boronic Acid","L4, P(Cy)3","B3, LiOtBu","S3, MeCN",0.874932
449,"1b, 6-Br-Q","2a, Boronic Acid","L5, P(o-Tol)3","B3, LiOtBu","S3, MeCN",0.347272
450,"1b, 6-Br-Q","2a, Boronic Acid","L6, CataCXium A","B3, LiOtBu","S3, MeCN",0.95876
451,"1b, 6-Br-Q","2a, Boronic Acid","L7, SPhos","B3, LiOtBu","S3, MeCN",0.925255
452,"1b, 6-Br-Q","2a, Boronic Acid","L8, dtbpf","B3, LiOtBu","S3, MeCN",0.489938
453,"1b, 6-Br-Q","2a, Boronic Acid","L9, XPhos","B3, LiOtBu","S3, MeCN",0.755378
454,"1b, 6-Br-Q","2a, Boronic Acid","L10, dppf","B3, LiOtBu","S3, MeCN",0.316508
455,"1b, 6-Br-Q","2a, Boronic Acid","L11, Xantphos","B3, LiOtBu","S3, MeCN",0.099938
456,"1b, 6-Br-Q","2a, Boronic Acid","L12, None","B3, LiOtBu","S3, MeCN",0.27936
457,"1b, 6-Br-Q","2a, Boronic Acid","L1.0, P(tBu)3","B2, Et3N","S3, MeCN",0.919529
458,"1b, 6-Br-Q","2a, Boronic Acid","L2, P(Ph)3 ","B2, Et3N","S3, MeCN",0.888996
459,"1b, 6-Br-Q","2a, Boronic Acid","L3, P(Ph)3 ","B2, Et3N","S3, MeCN",0.913153
460,"1b, 6-Br-Q","2a, Boronic Acid","L4, P(Cy)3","B2, Et3N","S3, MeCN",0.906035
461,"1b, 6-Br-Q","2a, Boronic Acid","L5, P(o-Tol)3","B2, Et3N","S3, MeCN",0.257204
462,"1b, 6-Br-Q","2a, Boronic Acid","L6, CataCXium A","B2, Et3N","S3, MeCN",0.960523
463,"1b, 6-Br-Q","2a, Boronic Acid","L7, SPhos","B2, Et3N","S3, MeCN",0.811565
464,"1b, 6-Br-Q","2a, Boronic Acid","L8, dtbpf","B2, Et3N","S3, MeCN",0.388778
465,"1b, 6-Br-Q","2a, Boronic Acid","L9, XPhos","B2, Et3N","S3, MeCN",0.643011
466,"1b, 6-Br-Q","2a, Boronic Acid","L10, dppf","B2, Et3N","S3, MeCN",0.574149
467,"1b, 6-Br-Q","2a, Boronic Acid","L11, Xantphos","B2, Et3N","S3, MeCN",0.054938
468,"1b, 6-Br-Q","2a, Boronic Acid","L12, None","B2, Et3N","S3, MeCN",0.168188
469,"1b, 6-Br-Q","2a, Boronic Acid","L1.0, P(tBu)3","B1, None","S3, MeCN",0.910872
470,"1b, 6-Br-Q","2a, Boronic Acid","L2, P(Ph)3 ","B1, None","S3, MeCN",0.833436
471,"1b, 6-Br-Q","2a, Boronic Acid","L3, P(Ph)3 ","B1, None","S3, MeCN",0.903447
472,"1b, 6-Br-Q","2a, Boronic Acid","L4, P(Cy)3","B1, None","S3, MeCN",0.677254
473,"1b, 6-Br-Q","2a, Boronic Acid","L5, P(o-Tol)3","B1, None","S3, MeCN",0.214331
474,"1b, 6-Br-Q","2a, Boronic Acid","L6, CataCXium A","B1, None","S3, MeCN",0.918077
475,"1b, 6-Br-Q","2a, Boronic Acid","L7, SPhos","B1, None","S3, MeCN",0.616028
476,"1b, 6-Br-Q","2a, Boronic Acid","L8, dtbpf","B1, None","S3, MeCN",0.476693
477,"1b, 6-Br-Q","2a, Boronic Acid","L9, XPhos","B1, None","S3, MeCN",0.42691
478,"1b, 6-Br-Q","2a, Boronic Acid","L10, dppf","B1, None","S3, MeCN",0.621278
479,"1b, 6-Br-Q","2a, Boronic Acid","L11, Xantphos","B1, None","S3, MeCN",0.004582
480,"1b, 6-Br-Q","2a, Boronic Acid","L12, None","B1, None","S3, MeCN",0.145608
481,"1b, 6-Br-Q","2a, Boronic Acid","L1.0, P(tBu)3","B8, NaOH","S2, THF",0.878246
482,"1b, 6-Br-Q","2a, Boronic Acid","L2, P(Ph)3 ","B8, NaOH","S2, THF",0.902137
483,"1b, 6-Br-Q","2a, Boronic Acid","L3, P(Ph)3 ","B8, NaOH","S2, THF",0.862537
484,"1b, 6-Br-Q","2a, Boronic Acid","L4, P(Cy)3","B8, NaOH","S2, THF",0.782582
485,"1b, 6-Br-Q","2a, Boronic Acid","L5, P(o-Tol)3","B8, NaOH","S2, THF",0.701811
486,"1b, 6-Br-Q","2a, Boronic Acid","L6, CataCXium A","B8, NaOH","S2, THF",0.965743
487,"1b, 6-Br-Q","2a, Boronic Acid","L7, SPhos","B8, NaOH","S2, THF",0.724441
488,"1b, 6-Br-Q","2a, Boronic Acid","L8, dtbpf","B8, NaOH","S2, THF",0.678914
